id;id_mapel;nama_mapel
;826090100;Pembinaan Habitat dan Populasi
;826100100;Ekowisata
;826107100;Pembukaan Wilayah Hutan Produksi
;826110100;Teknik Konservasi Tanah dan Air
;826120100;Teknik Rehabilitasi dan Reklamasi
;826130100;Teknik Agroforestry
;826140100;Inventarisasi Hutan Produksi
;826150100;Pemanenan Hasil Hutan
;826150110;Pemanenan Hasil Hutan Produksi
;826160100;Pengujian Kayu Bulat
;826160200;Pengujian Kayu Gergajian
;827010101;Menerapkan hukum laut & manaj. operasional kpl penangkp ikan
;827010102;Menerapkan tata laksana perikanan yang bertanggungjawab
;827010103;Menerapkan penanganan & penyimpanan hasil penangkapan ikan
;827010104;Menerpkn dinas jga deck/P2TL & isyrt visual/komuniksi di kpl
;827010105;Menerapkan perawatan alat tangkap & metoda penangkapan
;827010106;Menerapkan bhs inggris pelayaran & bhs inggris perikanan
;827010107;Menerapkan olah gerak kapal & pengendalian kapal perikanan
;827010108;Menerapkan perncanan pelyrn, pelayrn datar & pelayrn astron.
;827010109;Menjelaskan dasar-dasar elektronika & permesinan kapal
;827010110;Menerapkan oseanografi perikanan & meteorologi
;827010111;Menjelaskan bangunan kapal & stabilitas kapal
;827010112;Menerapkan penanganan hasil tangkap
;827010113;Menerapkan teknik penangkapan & tatalaksana perikanan 
;827010114;Mengoperasikan & merawat mesin penggerak utama & mesin bantu
;827010115;Mengoperasikan & merawat mesin pendingin & alat tangkap
;827010116;Mengops & merawat sstm kendali otomat. & kelistrikan kapal
;827020100;Bangunan Stabilitas Kapal Perikanan (BSKP)
;827020200;Bangunan dan Stabilitas Kapal Penangkap Ikan
;827040100;Dasar-dasar Keselamatan di Laut (DKL)
;827040200;Prosedur Darurat dan SAR (Emergency Procedure and SAR)
;827050100;Bahasa Inggris Maritim dan Perikanan (BIMP)
;827050110;Bahasa Inggris Maritim
;827060100;Pelayaran Kapal Perikanan (PKP)
;827060200;Bahan dan alat tangkap
;827060300;Ilmu Pelayaran Datar
;827060400;Kompas Magnet dan Kompas Gasing
;827060500;Manajemen Kapal Perikanan
;827060600;Meteorologi dan Oseanografi
;827060700;Navigasi Radar dan Elektronik
;827060800;Olah Gerak dan Pengendalian Kapal Penangkap Ikan
;827080100;Manajemen Kapal Perikanan (MKP)
;827080200;Prosedur Darurat
;827080300;Tata laksana perikanan yang bertanggung jawab (CCRF)
;827080400;Perencanaan Pelayaran
;827090100;Teknik dan alat Penangkap Ikan (TAPI)
;827090110;Bahan dan Alat Tangkap Penangkap Ikan
;827090200;Teknik Penangkapan ikan, Penanganan, dan Penyimpanan Hasil Tangkapan
;827110100;Pesawat Bantu Kapal Perikanan (PBKP)
;827110110;Pesawat Bantu Kapal Penangkap Ikan
;827110200;Motor Diesel dan Instalasi Tenaga Kapal Perikanan
;827110300;Kelistrikan, Sis Pngndlian & Otmtsasi Kpl Perikann
;827110301;Mengidentifikasi bahan kapal kayu
;827110302;Menerapkan pengoperasian mesin kerja kayu portabel
;827110303;Melakukan percobaan me& listrik tegangan AC
;827110304;Melaksanakan pekerjaan ins. listrik penerangan & tenaga
;827110305;Melaksanakan pekerjaan teknik pendingin
;827110306;Menerapkan komponen rangkaian elektronik
;827110307;Membuat ins. listrik kapal/industri
;827110308;Memperbaiki mesin listrik
;827110309;Menggunakan pengendali elektromagnet & elektronika
;827110310;Listrik Kapal Penangkap Ikan
;827110320;Motor Diesel Kapal Penangkap Ikan
;827110330;Perawatan dan Perbaikan Mesin Kapal Penangkap Ikan
;827110340;Ilmu Bahan, Bahan Bakar, dan Pelumas
;827110350;Sistem Pengendalian dan Otomatisasi
;827130100;Mesin Pendingin Kapal Perikanan (MPKP)
;827130110;Mesin Pendingin
;827130200;Permesinan Kapal Penangkap Ikan
;827140100;Dasar-dasar Budidaya Perairan
;827140200;Dasar Dasar Budidaya Perikanan
;827150100;Pengelolaan Kualitas Air
;827150200;Kualitas Air dan Hama Penyakit
;827160100;Kesehatan Biota Air
;827170100;Produksi Pakan Alami
;827170200;Produksi Pakan Alami dan Buatan
;827180100;Produksi Pakan Buatan
;827190100;Teknik Pembenihan Ikan
;827190110;Teknik Pendederan Komoditas Perikanan Air Tawar
;827190120;Teknik Pengembangbiakan Komoditas Perikanan Air Tawar
;827200100;Teknik Pembesaran Ikan
;827200110;Teknik Pembesaran Komoditas Perikanan Air Tawar
;827210100;Teknik Pemanenan Ikan dan Pasca Panen
;827210200;Budidaya Perikanan Laut
;827210300;Penanganan Hasil Perikanan Laut
;827210400;Pengembangbiakan Komoditas Perikanan Laut
;827210500;Pengendalian Mutu Hasil Industri Perikanan Laut
;827210600;Pengolahan Hasil Perikanan
;827220100;Teknik Pembenihan Krustasea
;827230100;Teknik Pembesaran Krustasea
;827240100;Teknik Pemanenan Krustasea dan Pasca Panen
;827250100;Teknik Pembenihan Kekerangan
;827260100;Teknik Pembesaran Kekerangan
;827270100;Teknik Pemanenan Kekerangan dan Pasca Panen
;827280101;Menjelaskan potensi agribisnis rumput laut
;827280102;Menjelaskan biologi pertumbuhan rumput laut
;827280103;Mengidentifikasi parameter kualitas air
;827280104;Menjelaskan teknik budidaya rumput laut
;827280105;Menentukan lokasi budidaya
;827280106;Menanggulangi hama & penyakit rumput laut
;827280107;Melaks. pembibitan tek. demplot (lumbung) bibit rumput laut
;827280108;Melaksanakan budidaya rumput laut secara terpadu
;827280109;Melaksanakan pengolahan rumput laut pasca panen
;827280110;Menguji kualitas rumput laut kering
;827280111;Melakukan pengembangan pasca panen rumput laut
;827290200;Teknik Penanaman Rumput Laut
;827290300;Teknik Pembibitan Rumput Laut
;827290400;Teknik Pemanenan dan Pasca Panen Rumput Laut
;827290500;Teknik Pengolahan Rumput Laut
;827300100;Teknik Pemanenan Rumput Laut dan Pasca Panen
;827310100;Hukum Maritim (HM)
;827310200;Hukum Maritim dan Peraturan Perikanan
;827311100;Pencegahan Pencemaran Lingkungan Laut (MPP include Environment Awareness)
;827320100;Bangunan dan Stabilitas Kapal Niaga (BSKN)
;827320110;Konstruksi dan Stabilitas Kapal (Ship Construction and Stability)
;827330100;Dasar-dasar Penanganan Pengaturan Muatan (DPPM)
;827340100;Bahasa Inggris Maritim
;827350100;Pelayaran Kapal Niaga (PKN)
;827350101;Menerapkan hukum laut
;827350102;Menerapkan ilmu pelayaran datar
;827350103;Menerapkan bahasa inggris maritim
;827350104;Menerapkan meteorologi & oseanografi
;827350105;Menerapkan bangunan & stabilitas kapal
;827350106;Menerapkan dasar-dasar keselamatan di laut
;827350107;Menerapkan penanganan & peraturan muatan
;827350108;Menjelaskan dasar-dasar elektronik & permesinan kapal
;827350109;Mengoperasikan peralatan navigasi konvensional & elektronik
;827350110;Menerapkan olah gerak kapal & sistem kontrol kemudi otomatis
;827350111;Menerapkn dinas jaga di deck, P2TL&isyarat visual/komunikasi
;827350200;Ilmu Pelayaran Datar (Terrestrial Navigation)
;827350300;Kecakapan Bahari (Seaman Ship)
;827350400;Meteorologi (Meteorology)
;827350500;Olah Gerak dan Pengendalian Kapal (Ship Manoeuvering and Handling)
;827350600;P2TL dan Dinas Jaga (Col Reg & Watchk.Include Introduc. to BRM & Sec. Awareness)
;827350700;Pelayaran Astronomi (Celestial Navigation)
;827350800;Perawatan Kapal (Ship Maintenance)
;827350900;Perlengkapan Kapal (Deck and Machinery Equipment)
;827351000;Permesinan Kapal (Ship Machinery)
;827351100;Sistem Kemudi Kompas (Compasses and Steering System)
;827351200;Sistem Navigasi Elektronik (Electronic Navigation System)
;827360100;Komunikasi Kapal Niaga (KKN)
;827360200;Komunikasi dan Isyarat (Isyarat &Communication)
;827370100;Dinas Jaga/P2TL Kapal Niaga (DJKN)
;827370200;Komunikasi dan Dinas Jaga/P2TL Kapal Perikanan
;827370210;Dinas Jaga
;827370220;Dinas Jaga / P2TL
;827370230;Dinas Jaga Mesin dan Kepedulian Keamanan (Watch keeping andS ecurity Awareness)
;827370300;Dinas Jaga Pemesinan Kapal Niaga
;827370500;Komunikasi
;827380100;Penanganan dan Pengaturan Muatan (PPM)
;827380101;Mengerjakan pengurusan dokumen kapal masuk pelabuhan
;827380102;Mengerjakan pengurusan dokumen kapal keluar pelabuhan
;827380103;Mengerjakan bongkar muat di petikemas di terminal petikemas
;827380104;Melaksanakan bongkar muat barang curah & pdt di pelabuhan
;827380105;Melaksanakan peng brg dari gudang ke samping kapal di pelab.
;827380106;Menghitung jasa labuh & tambat kapal
;827380107;Menghitung jasa penumpkn brg di terminal petikemas & gudang
;827380108;Mengerjakan adm keuangan & pembukuan di perusahaan pelayaran
;827380109;Mempersiapkan perbekalan yang diperlukan selama berlayar
;827380110;Menger.pengurusan pengiri. brg . melalui fas. EDI Bea Cukai
;827380200;Penanganan dan Pengaturan Muatan (CHS include CSI/Inspection & Reporting)
;827390100;Mtr Diesel & Instalasi Tenaga Kapal Niaga (MDITKN)
;827390200;Kelistrikan, Sis Pngndlian & Otmtsasi Kpl Niaga
;827390201;Mengoperasikan&merawat mesin penggerak utama, pesawat bantu
;827390202;Menerapkan dasar-dasar keselamatan kerja di laut
;827390203;Menerapkan bahan teknik & dasar gambar teknik
;827390204;Menerapkan kerja bengkel
;827390205;Menerapkan dinas jaga di atas kapal
;827390206;Mengoperasikan & merawat sistm kntrl & sistm kelistrikan kpl
;827390207;Menerapkan komunikasi maritim internasional
;827390208;Menerapkan dasar-dasar kenautikaan
;827390300;Desain dan Gambar Permesinan Kapal (Marine Engineering Drawing and Design)
;827390400;Elektronika (Electronics)
;827390500;Ilmu Bahan (Fabrication and Repair Material)
;827390600;Mesin Penggerak Utama (Main Propulsion Engine)
;827390700;Penggunaan Peralatan Kerja Manual dan Bertenaga (Use of Hand and Powertools)
;827390800;Perawatan dan Perbaikan Permesinan Kapal 
;827390900;Permesinan Bantu (Auxiliary Machinery)
;827391000;Sistem Kelistrikan Kapal (Marine Electrical System)
;827391100;Sistem Kontrol (Control System)
;827400100;Pesawat Bantu Kapal Niaga (PBKN)
;828010100;Pengantar Ekonomi dan Bisnis
;828010101;Menjelaskan prinsip-prinsip bisnis
;828010102;Melakukan penataan produk
;828010103;Melaksanakan negosiasi & konfirmasi keputusan pelanggan
;828010104;Melaksanakan proses administrasi transaksi
;828010105;Melakukan penyerahan/pengiriman produk
;828010106;Melaksanakan penagihan pembayaran
;828010107;Mengoperasikan peralatan transaksi di lokasi penjualan
;828010108;Mengidentifikasi peluang baru dari pelanggan
;828010109;Membuka usaha eceran/ritel (expansion store opening)
;828010110;Melakukan pemasaran barang & jasa
;828011000;Ekonomi Bisnis
;828020100;Pengantar Administrasi Perkantoran
;828020101;Mengaplikasikan keterampilan komunikasi
;828020102;Mengaplikasikan penyelenggaraan administrasi perkantoran
;828020103;Melakukan korespondensi
;828020104;Mengoperasikan & merawat alat-alat kantor
;828020105;Memberikan pelayanan prima kepd pelanggan
;828020106;Berkomunikasi dalam bahasa Inggris 
;828020107;Mengelola dokumen & arsip
;828020108;Mengatur perjalanan dinas
;828020109;Menangani pertemuan
;828020110;Memproses transaksi keuangan
;828030100;Pengantar Akuntansi
;828030101;Melaksanakan prinsip profesionalisme dalam bekerja 
;828030102;Menerapkan komunikasi bisnis
;828030103;Mengelola dokumen transaksi kegiatan kas
;828030104;Memproses entri jurnal
;828030105;Memproses transaksi ke dalam buku besar
;828030106;Mengelola kartu utang, piutang, persediaan, & aktiva tetap
;828030107;Menyajikan laporan harga pokok produk
;828030108;Menyusun & menyajikan laporan keuangan
;828030109;Menyiapkan surat pemberitahuan pajak
;828030110;Mengoperasikan paket program pengolah angka/spreadsheet
;828030111;Mengoperasikan aplikasi komputer akuntansi
;828031100;Perbankan Dasar
;828040100;Otomatisasi Perkantoran
;828041100;Teknologi Perkantoran
;828050100;Korespondensi
;828060100;Kearsipan
;828070100;Administrasi Kepegawaian
;828070200;Otomatisasi Tata Kelola Kepegawaian
;828080100;Administrasi Keuangan
;828080101;Menerapkan prinsip praktik profesional dalam bekerja
;828080102;Mengelola siklus akuntansi jasa & dagang 
;828080103;Mengelola akad transaksi 
;828080104;Mengelola transaksi di bi&g &a bank syariah
;828080105;Mengelola proses pembiayaan di bank syariah
;828080106;Menerapkan etika bisnis Islam
;828080107;Menerapkan prinsip dasar ekonomi Islam
;828080108;Menerapkan aspek manajemen bank syariah
;828080109;Mengelola administrasi kas 
;828080110;Mengelola laporan keuangan bank syariah
;828080111;Mengelola administrasi pajak
;828080112;Mengelola komputer akuntansi
;828080113;Menerapkan prinsip dasar perbankan syariah
;828080114;Mengelola administrasi biaya produksi
;828080120;Menerapkan etika dalam pelayanan nasabah
;828080121;Menjelaskan konsep bank umum berdasarkan prinsip syariah
;828080122;Menjelaskan konsep pasar modal dan valuta asing
;828080123;Menjelaskan konsep perusahaan anjak piutang dan sewa guna
;828080124;Menjelaskan konsep perusahaan dana pensiun dan modal ventura
;828080125;Menjelaskan lalu lintas pembayaran transaksi
;828080126;Menjelaskan lembaga keuangan bukan bank
;828080127;Menjelaskan prinsip keuangan dan lembaga keuangan
;828080128;Menjelaskan sumber pendanaan bank
;828080129;Menjelaskan usaha kartu plastik
;828080200;Otomatisasi Tata Kelola Keuangan
;828090000;Administrasi Umum
;828090100;Administrasi sarana dan prasarana
;828090200;Otomatisasi Tata Kelola Sarana dan Prasarana
;828100100;Administrasi Humas dan Keprotokolan
;828100200;Otomatisasi Tata Kelola Humas dan Keprotokolan
;828110100;Etika Profesi
;828120100;Pengantar Pariwisata
;828120200;Kepariwisataan
;828120300;Komunikasi Industri Pariwisata
;828130100;Pemesanan Tempat (Airlines Resevation)
;828130110;Pemesanan Tempat, Tour Leader, dan Spesial Event
;828140100;Sanitasi, Hygiene dan Keselamatan Kerja
;828140110;Keamanan Pangan (Sanitasi, Higienis, dan Keselamatan Kerja)
;828150100;Industri Perhotelan
;828150101;Melakukan pelayanan prima
;828150102;Menerapkan hygiene,sanitasi,keselamtn kerja &lingkungn hidup
;828150103;Mengidentifikasi sumber-sumber informasi industry pariwisata
;828150104;Melakukan kom.dgn konsumen melalui telp atau surat menyurat
;828150105;Melakukan pelaynn porter&jsa valet pd tamu sscr provisional
;828150106;Melakukan layanan reservasi 
;828150107;Melakukan layanan akomodasi reception
;828150108;Melakukan pembukuan keuangan
;828150109;Melaksanakan & memproses dokumen kantor
;828150110;Melakukan pembersihan area umum (Public Area) & peralatan 
;828150111;Melakukan penataan layanan ruang rapat/seminar
;828150112;Melakukan penataan kamar untuk tamu & layanan housekeeping
;828150113;Melakukan, melyni memproses penangnn linen & pakaian tamu 
;828160100;Public Relation
;828170100;Menghitung Tarif dan Dokumen Pasasi
;828180100;Perencanaan dan Pengelolaan Perjalanan 
;828180110;Perencanaan dan Pengelolaan Perjalanan Wisata
;828180120;Perencanaan dan Pengelolaan Usaha Wisata Bahari dan Ekowisata
;828190100;Pemanduan Perjalanan Wisata
;828190101;Menerapkan pelayanan prima
;828190102;Memutakhirkan informasi industri pariwisata
;828190103;Melaksanakan tata cara pemesanan tempat (Airline Reservaton)
;828190104;Melakukan perhitungan tarif & dokumen pasasi udara
;828190105;Melakukan penawaran paket wisata
;828190106;Melakukan perencanaan & pengelolaan perjalanan wisata  
;828190107;Melakukan pemanduan perjalanan wisata 
;828190108;Mempresentasikan komentar pemanduan wisata
;828190110;Kepemanduan Ekowisata
;828190120;Kepemanduan Wisata Bahari
;828190130;Pemesanan dan Penghitungan Tarif Penerbangan
;828200100;Pengelolaan Meeting, Converence & Exhibition
;828200110;Pengelolaan Meeting, Incentive, Conference dan Exhibition
;828210100;Front Office
;829010100;Tata Graha
;829010200;Housekeeping
;829020200;Binatu
;829020300;Laundry
;829020400;Food and Beverage
;829020410;Food and Beverage Service
;829020500;Klerikal dan Komunikasi Industri Perhotelan
;829020600;Banquet Management
;829020700;Rooms Division Management
;829030300;Tata Hidang
;829040400;Pengetahuan Bahan Makanan
;829050500;Boga Dasar
;829060600;Ilmu Gizi
;829070700;Pengolahan dan Penyajian Makanan Kontinental
;829080800;Pengolahan dan Penyajian Makanan Indonesia
;829080900;Pengolahan dan Penyajian Makanan
;829081000;Produk Cake, dan Kue Indonesia
;829090900;Hidanganan Kesempatan Khusu dan Fusion Food
;829101000;Pengelolaan Usaha Boga
;829101001;Menerapkan keselamtn, kesehtn kerja (K3), & hygiene sanitasi
;829101002;Melakukan komunikasi 
;829101003;Melakukan persiapan pengolahan makanan
;829101004;Melakukan pengolahan & penyajian makanan kontinental
;829101005;Melakukan pengolahan & penyajian makanan Indonesia
;829101006;Mengolah & menyajikan makanan & minuman 
;829101007;Melakukan perencanaan & pengolhn maknn sesuai kebutuhan gizi
;829101008;Melakukan perencanaan& pengolhn mkann untk kesempatan khusus
;829101009;Melaksanakan pengelolaan usaha jasa boga
;829111100;Produk Pastry dan Bakery
;829111101;Melakukan komunikasi dalam pelayanan jasa
;829111102;Melakukan persiapan pengolahan produk patiseri
;829111103;Melakukan pengolahan & penyajian kue Indonesia
;829111104;Melakukan pengolahan & penyajian kue pastry kontinental 
;829111105;Melakukan pengolahan & penyajian coklat & permen coklat
;829111106;Melakukan perencanaan produk roti & kue untuk diet khusus 
;829111107;Melakukan pelayanan makanan & minuman 
;829111108;Melakukan pengolahan & menyajikan hi&gan penutup 
;829111109;Melakukan pengelolaan usaha produk patiseri 
;829121200;Produk Cake
;829131300;Kue Indonesia
;829141400;Roti, kue Diet Khusus dan Teknik Fusion
;829151500;Pengelolaan Usaha Pastry dan Bakery
;830010100;Sanitasi, Hygiene Kecantikan
;830020100;Kosmetika
;830030100;Anatomi dan Fisiologi Kecantikan
;830040000;Kecantikan Dasar
;830040100;Dasar Kecantikan Kulit
;830040101;Menjelaskan anatomi & fisiologi 
;830040102;Menjelaskan kosmetika kecantikan
;830040103;Melakukan perawatan kulit wajah tidak bermasalah
;830040104;Melakukan rias wajah sehari-hari
;830040105;Melakukan perwtn tngn kaki kuku, kulit kepl & mewrnai kuku 
;830040106;Melakukan perawatan kulit wajah bermasalah secara manual
;830040107;Melakukan rias wajah khusus
;830040108;Melakukan pengangkatan bulu yg tidak dikehendaki (depilasi)
;830040109;Melakukan perawatan klt wajah bermasalah dgn pertln bertek.
;830040110;Melakukan rias wajah utk keg. event (foto/tv/film...)
;830040111;Melakukan perawatan ba& secara tradisional & modern 
;830050040;Perawatan Wajah (Beauty Aesthetic) pada SPA
;830050100;Dasar Kecantikan Rambut
;830050101;Melakukan pencucian rambut 
;830050102;Melakukan perawatan kulit kepala & rambut
;830050103;Melakukan pengeringan rambut dengan alat pengering
;830050104;Melakukan pemangkasan rambut & penataan rambut
;830050105;Melakukan pengeritingan rambut
;830050106;Melakukan penataan sanggul
;830050107;Melakukan pewarnaan rambut
;830050108;Melakukan pelurusan rambut
;830050200;Pengelolaan Usaha Beauty Aesthetic Pada SPA (Bilingual)
;830050300;Perawatan Badan (Body Treatment) Pada SPA
;830050400;Manicure, Padicure dan Waxing pada SPA
;830060100;Pemangkasan dan Penataan Rambut
;830060200;Pemangkasan dan Pewarnaan Rambut
;830070100;Pengeritingan dan Pelurusan Rambut
;830080100;Pewarnaan Rambut
;830090100;Penataan Sanggul Tradisional dan Kreatif
;830090200;Pengeritingan Rambut dan Penataan Sanggul Tradisional dan Kreatif
;830100100;Pengelolaan Usaha Kecantikan
;830110100;Manicure Pedicure Spa dan Nail Art
;830120100;Rias wajah Khusus dan Kreatif
;830120200;Perawatan Tangan, Kaki, Nail Art dan Rias Wajah Khusus dan Kreatif
;830130100;Perawatan Wajah dengan Teknologi
;830140100;Perawatan Badan dan Penjabutan Bulu
;830140200;Perawatan Wajah, Badan (Body Massage) dan Waxing
;831010101;Melaksanakan proses persiapan penyempurnaan tekstil
;831010102;Melaksanakan proses penyempurnaan tekstil
;831010103;Mengidentifikasi zat warna & zat pembantu
;831010104;Melaksanakan proses pencelupan kain & benang
;831010105;Melakukan proses pencapan
;831010106;Melaksanakan proses penyempurnaan fisika & kimia
;831010107;Merawat mesin penyempurnaan tekstil
;831010200;Pengetahuan Bahan Tekstil
;831010300;Presentasi Kreasi Karya
;831020200;Dasar Teknologi Menjahit
;831020210;Teknologi Menjahit
;831030300;Dasar Pola
;831040400;Dasar Desain
;831050500;Pembuatan Hiasan
;831050510;Pembuatan Hiasan Busana
;831060600;Desain Busana
;831060601;Melaksanakan pemeliharaan kecil mesin jahit
;831060602;Melaksanakan layanan scr prima kpd pelanggan (customer care)
;831060603;Membuat busana pria 
;831060604;Membuat busana anak 
;831060605;Menggambar busana (fashion drawing)
;831060606;Membuat pola (pattern making)
;831060607;Membuat busana wanita
;831060608;Membuat busana bayi
;831060609;Memilih bahan baku busana 
;831060610;Membuat hiasan pada busana (embroidery)
;831060611;Mengawasi mutu busana
;831070700;Pembuatan Pola
;831070800;Pembuatan Busana
;831080800;Pembuatan Busana (Industri)
;831080801;Melaksanakan pelayanan prima 
;831080802;Memilih bahan baku tekstil
;831080803;Memodifikasi pola atau blok
;831080804;Menyesuaikan ukuran pola
;831080805;Membuat marker
;831080806;Melakukan proses spreading, cutting, & bundelling
;831080807;Mengoperasikan & melakukan pemeliharaan mesin jahit
;831080808;Melakukan pemasangan kancing
;831080809;Melakukan proses fusing
;831080810;Melakukan proses finishing
;831080811;Melaksanakan kendali & penjaminan kualitas
;831080900;Pengembangan Bisnis Busana
;831090900;Pembuatan Busana (custom-made)
;831101000;Dasar-dasar Desain
;831101200;Dasar-dasar Desain Kriya
;831101300;Desain Produk
;831101400;Gambar
;831102000;Dasar-dasar Seni Rupa
;832010100;Sketsa dan Gambar
;832020100;Sketsa
;832030100;Seni Lukis Dekoratif
;832030200;Seni Lukis Realis
;832030400;Seni Lukis dinding (Mural/Mosaik)
;833020100;Desain Tiga Dimensi
;834010100;Relief
;834020100;Pembuatan Patung
;834020101;Menggambar teknik, sketsa & bentuk
;834020102;Membuat gambar dasar secara manual & program komputer 3D
;834020103;Membuat desain relief teknik manual & komputer
;834020104;Membuat desain patung teknik manual
;834020105;Membuat rencana dengan teknik komputer
;834020106;Membuat relief teknik pahat & modelling
;834020107;Membuat relief teknik cetak tunggal & ganda
;834020108;Membuat patung teknik pahat & ketok
;834020109;Membuat patung teknik cetak tunggal & ganda
;834020110;Melaksanakan pameran seni patung
;834020200;Patung
;835010100;Reproduksi
;835010200;Reproduksi 3D
;835010300;Desain Patung 3D
;836020101;Merencanakan pekerjaan bahan kayu, logam & batu produk 
;836020102;Menggambr sketsa & teknik obj desain prod int. & landscaping
;836020103;Menggambar dengan perangkat lunak CAD
;836020104;Melaksanakan pekerjaan kayu
;836020105;Melaks.finishing desain prod. Int.& landscaping bhn kayu
;836020106;Melaksanakan pekerjaan logam
;836020107;Melaksanakan finishing prod. Int. & landscaping bhn logam
;836020108;Melaksanakan pekerjaan batu
;836020109;Melaksanakan finishing pekerjaan bahan batu
;837030100;Desain Interior
;837030200;Dasar Desain Interior dan Teknik Furnitur
;838040100;Desain Furniture
;839010100;Pengetahuan Bahan 
;839020100;Dasar Kekriyaan
;839020101;Menggambar dengan program komputer
;839020102;Membuat gambar berbagai jenis produk kria tekstil
;839020103;Mewarna pd kain & serat
;839020104;Membuat kria tekstil dengan teknik cetak saring
;839020105;Membuat kria tekstil dgn teknik batik tulis,cap,& ikat celup
;839020106;Membuat kria tekstil dengan teknik makrame
;839020107;Membuat kria tekstil dgn teknik jahit perca,aplikasi &tindas
;839020108;Membuat kria tekstil dengan teknik kristik & sulam
;839020109;Membuat kria tekstil dengan teknik tenun
;839020110;Membuat kria tekstil dengan teknik tapestri
;839020121;Membuat produk alas kaki
;839020122;Membuat produk kerajinan kulit non alas kaki & non busana
;839020123;Mencetak kulit dengan mesin press
;839020124;Menyeset kulit dengan pisau seset manual & seset masinal
;839020125;Menjahit kulit dengan tangan & mesin
;839020126;Membentuk produk kulit dengan kulit perkamen
;839020127;Membentuk produk kulit dengan teknik tatah sungging
;839020128;Membuat produk kulit bentuk busana
;839020129;Membuat produk kulit bntk asesoris,dompet, & gantungan kunci
;839020141;Mengolah clay body menjadi tanah liat plastis
;839020142;Membuat cetakan pekerjaan keramik
;839020143;Membentuk keramik dengan tangan
;839020144;Membentuk keramik dengan teknik putar
;839020145;Membentuk keramik dengan teknik cetak 
;839020146;Membuat dekorasi keramik pd proses pembentukan 
;839020147;Membuat dekorasi keramik clay body plastis & leather hard
;839020148;Mengglasir benda keramik
;839020149;Membakar benda keramik
;839020161;Melakukan pengempaan & penempaan
;839020162;Membuat produk kria logam dengan teknik canai
;839020163;Mengecor logam dalam berbagai bentuk
;839020164;Melakukan pematrian logam dengan teknik patri lunak & keras
;839020165;Melaksanakan pengelasan dengan oxyacetylene & las listrik
;839020166;Membuat karya kria logam dengan bahan pelat & kawat
;839020167;Menghias logam dengan berbagai teknik 
;839020168;Melakukan pembubutan logam
;839020169;Melakukan kerja perhiasan (jewellery)
;839020170;Melakukan finishing kria logam
;839030100;Desain Produk 
;839040100;Pewarnaan
;839050100;Batik
;839060100;Tenun
;839070100;Cetak Saring
;839070200;Sablon
;839080100;Jahit
;839090100;Makrame
;839100100;Produk Alas Kaki
;839100200;Alas Kaki Kulit dan Imitasi
;839110100;Produk Kulit non alas kaki dan non busana
;839110200;Non Alas Kaki dan Non Busana Kulit dan Imitasi
;839120100;Produk Kulit Tatah Sungging
;839120200;Tatah Sungging Kulit
;839130100;Produk Busana Kulit
;839130200;Busana Kulit dan Imitasi
;840010100;Pengolahan Tanah Liat
;840020100;Pembentukan Benda Keramik
;840020110;Pembentukan dengan Teknik Cetak
;840020120;Pembentukan dengan Teknik Langsung
;840020130;Pembentukan dengan Teknik Putar Centering
;840020140;Pembentukan dengan Teknik Putar Pilin
;840030100;Dekorasi Keramik
;840040100;Pengglasiran Benda Keramik
;840050100;Pembakaran Benda Keramik
;841010100;Pembuatan Perhiasan
;842010100;Dekorasi dan Kethok Pembentukan
;842020100;Penyiapan bahan produksi kriya kayu
;842020181;Melaksanakan teknik kerja bangku
;842020182;Melaksanakan pekerjaan ukir kayu
;842020183;Membuat produk kria kayu dengan teknik bubut
;842020184;Membuat produk kria kayu dengan teknik inlay
;842020185;Membuat produk kria kayu teknik skrolling
;842020186;Membuat komponen produk kria kayu dengan mesin kayu tetap
;842020187;Melakukan pekerjaan finishing kayu
;842020188;Melakukan pekerjaan pengeringan kayu 
;842020189;Membuat produk kria kayu dengan apilkasi bahan non kayu
;842030100;Pembuatan produk dengan teknik ukir
;842030200;Pembuatan prod. dengan teknik kerja bangku & mesin
;842030300;Pembuatan produk dengan teknik bubut
;842030400;Pembuatan produk dengan teknik sekrol
;842040100;Melakukan finishing kriya kayu
;842040200;Kerja Finishing
;842040300;Teknik Kerja Bangku
;842040400;Teknik Kerja Mesin
;842040500;Teknik Kerja Ukir
;843010200;Solfegio
;843010710;PIP Klasik
;843010711;Membaca notasi musik (teori musik)
;843010712;Memainkan repertoar dalam tangga nada mayor
;843010713;Memainkan repertoar dalam tangga nada minor
;843010720;Piano Wajib
;843011000;Dasar Penguasaan Instrumen Pokok
;843011100;Dasar Penguasaan Instrumen
;843011700;PIP Non Klasik
;843011730;Koor/Orkes
;843011740;Orkestra
;843011741;Orkestra/AnsambelLanjut
;843011742;Orkestrasi
;843011751;Menerapkan teori musik (membaca notasi musik)
;843011752;Mengidentifikasi solfegio
;843011753;Menyusun harmoni SATB
;843011754;Menerapkan instrumen individu non klasik
;843011755;Mengoperasikan program komputer musik
;843012000;Ansambel Dasar
;843020100;Seni Budaya
;843030100;Wawasan Seni dan Desain
;843030200;Wawasan Seni Pertunjukan
;843030300;Manajemen Seni Pertunjukan
;843030400;Dasar-dasar Kreativitas
;843030500;Tinjauan Seni
;843040100;Seni Lukis Modern
;843040101;Membuat gmbr dasar lukis realistik dgn tek. bhn kering & bsh
